Rang;Terme;Score
1909;tableau 4 : principales causes de nic;0.029901140630809214
1910;tableau 5 : examens utiles au diagnostic;0.029901140630809214
1911;tableau 5 : les dépôts d' immunoglobulines;0.029901140630809214
1912;tableau 5 : manifestations extrarénales non kystiques;0.029901140630809214
1913;tableau 5 résume les différentes localisations possibles;0.029901140630809214
1914;tableau 7 : critères du sepsis sévère;0.029901140630809214
1915;tableau 8 : causes des gem secondaires;0.029901140630809214
1916;tableau 9 résume le traitement des pna;0.029901140630809214
1917;tableau associant hypercalcémie , hypophosphatémie , hypercalciurie;0.029901140630809214
1918;tableau clinique hétérogène , par pénétrance variable;0.029901140630809214
1919;taux d' opposition au don d' organes;0.029901140630809214
1920;taux d' opposition au prélèvement en france;0.029901140630809214
1921;techniques de suppléance de la fonction rénale;0.029901140630809214
1922;techniques endoscopiques : urétéroscopie et néphrolithotomie percutanée;0.029901140630809214
1923;temps consécutive à un état de choc;0.029901140630809214
1924;thrombose du greffon survenant dans les minutes;0.029901140630809214
1925;thromboses vasculaires et anomalies de la coagulation;0.029901140630809214
1926;traitement antibiotique puis une fois par mois;0.029901140630809214
1927;traitement d' urgence de l' hyperkaliémie menaçante;0.029901140630809214
1928;traitement de l' hypercalcémie aiguë sévère symptomatique;0.029901140630809214
1929;traitement de la surcharge hydro - sodée;0.029901140630809214
1930;traitement des pna à risque de complication;0.029901140630809214
1931;traitement médical préventif de la lithiase oxalo;0.029901140630809214
1932;traitement ou l' éradication de leur cause;0.029901140630809214
1933;traitement par iec , ara2 ou idr;0.029901140630809214
1934;traitement symptomatique de l' insuffisance rénale chronique;0.029901140630809214
1935;traitement urologique des calculs urinaires en place;0.029901140630809214
1936;traitement étiologique de la maladie rénale chronique;0.029901140630809214
1937;transferts diffusifs selon les gradients de concentration;0.029901140630809214
1938;transplantation rénale proposée même après 75 ans;0.029901140630809214
1939;troubles de la conduction auriculaire et ventriculaire;0.029901140630809214
1940;troubles du comportement à type d' irritabilité;0.029901140630809214
1941;tubes , -l' interstitium et les vaisseaux;0.029901140630809214
1942;tube proximal et l' anse de henle;0.029901140630809214
1943;type 1 : dépôts d' anticorps anti-mbg;0.029901140630809214
1944;type 2 : dépôts de complexes immuns;0.029901140630809214
1945;urgence , en cas d' hyponatrémie sévère;0.029901140630809214
1946;urgence médicale : anti-hypertenseur par voie intraveineuse;0.029901140630809214
1947;urines permet d' éliminer les fausses hématuries;0.029901140630809214
1948;urinaires : pollakiurie , impériosités , dysurie;0.029901140630809214
1949;urinaires au décours d' une poussée tensionnelle;0.029901140630809214
1950;urétéroscopie ou lec en cas de symptôme;0.029901140630809214
1951;utilisation d' alcalinisants type bicarbonate de sodium;0.029901140630809214
1952;valeurs normales de sommeil chez l' adulte;0.029901140630809214
1953;visualise tous les calculs , même radio-transparents;0.029901140630809214
1954;vitesse de progression de l' atteinte rénale;0.029901140630809214
1955;vitesse de progression de la maladie rénale;0.029901140630809214
1956;volume d' urine et la natriurèse/24 heures;0.029901140630809214
1957;volume du foie et de ses kystes;0.029901140630809214
1958;« microalbuminurie » , protéinurie , oedèmes;0.029901140630809214
1959;âge habituel de l' insuffisance rénale terminale;0.029901140630809214
1960;âge moyen de rupture : 41 ans;0.029901140630809214
1961;âge supérieur à 60 ans , comorbidités;0.029901140630809214
1962;échec , indication à une revascularisation chirurgicale;0.029901140630809214
1963;échographie cardiaque et de la veine cave;0.029901140630809214
1964;échographie ou autre examen d' imagerie rénale;0.029901140630809214
1965;échographie rénale : reins de taille normale;0.029901140630809214
1966;échographie vésicale recherche un résidu vésical post-mictionnel;0.029901140630809214
1967;échographie à la recherche d' une lithiase;0.029901140630809214
1968;également être la conséquence de pertes extra-rénales;0.029901140630809214
1969;électrocardiogramme à la recherche de modifications électriques;0.029901140630809214
1970;énergétique : prise en charge diététique indispensable;0.029901140630809214
1971;étape : rechercher les facteurs de risque;0.029901140630809214
1972;étapes de la formation de l' urine;0.029901140630809214
1973;étape très précoce de l' activation cellulaire;0.029901140630809214
1974;états oedémateux majeurs au cours des hypoprotidémies;0.029901140630809214
1975;étude qualitative de la protéinurie , utile;0.029901140630809214
1976;éventuels lésions rénales sur un parenchyme fragile;0.029901140630809214
1977;évolution :   corticosensibilité et rémission complète;0.029901140630809214
1978;évolution émaillée d' épisodes de nécrose papillaire;0.029901140630809214
1979;≥ 2 kystes rénaux dans chaque rein;0.029901140630809214
1980;-- thyroïdectomie , chimiothérapie , corticothérapie;0.02985685681362905
1981;0 , 40 g / l;0.02985685681362905
1982;0 , 5 ou 1 gramme;0.02985685681362905
1983;1 % de tous les décès;0.02985685681362905
1984;1 g prot/6 mmol d' urée;0.02985685681362905
1985;1 mg / kg / jour;0.02985685681362905
1986;1 ml / min / mois;0.02985685681362905
1987;1 à 10 mg par jour;0.02985685681362905
1988;10 % de tous les décès;0.02985685681362905
1989;10 ans ou > 50 ans;0.02985685681362905
1990;100 mosm / kg d' h2o;0.02985685681362905
1991;100 à 200 mmol / jour;0.02985685681362905
1992;100 à 40 ml / min;0.02985685681362905
1993;12 ml / min / an;0.02985685681362905
1994;15 - 25 % en 24;0.02985685681362905
1995;15 à 30 % des patients;0.02985685681362905
1996;18 heures suivantes la natriu- rèse;0.02985685681362905
1997;18 mmol / l sur 48;0.02985685681362905
1998;1re intention de la lithiase calcique;0.02985685681362905
1999;20 % de la charge filtrée;0.02985685681362905
2000;20 à 30 % des patients;0.02985685681362905
2001;24 premières heures et 8 mmol;0.02985685681362905
2002;285 ± 5 mosm / kg;0.02985685681362905
2003;3 : sous-décalage du segment st;0.02985685681362905
2004;3 à 5 échanges par jour;0.02985685681362905
2005;3 à 6 grammes par jour;0.02985685681362905
2006;3 à 7 % en ville;0.02985685681362905
2007;30 % d' une sécrétion tubulaire;0.02985685681362905
2008;30 % de la mortalité globale;0.02985685681362905
2009;30 mg / g de -créatininurie;0.02985685681362905
2010;30 à 40 mmoles de potassium;0.02985685681362905
2011;300 mg / mmol de créatininurie;0.02985685681362905
2012;300 mosm / kg d' eau;0.02985685681362905
2013;4 : inversion de l' onde;0.02985685681362905
2014;5 % dans la population générale;0.02985685681362905
2015;5 : apparition de l' onde;0.02985685681362905
2016;5 mmhg aux valeurs de cabinet;0.02985685681362905
2017;50 % de tous les cancers;0.02985685681362905
2018;6 g / kg / j-;0.02985685681362905
2019;850 mmol par jour de potassium;0.02985685681362905
2020;90 % des enfants et 80;0.02985685681362905
2021;absence d' hématurie le plus souvent;0.02985685681362905
2022;absence d' inflammation chronique ou aiguë;0.02985685681362905
2023;absence de germes dans les urines;0.02985685681362905
2024;absence de réponse au traitement diurétique;0.02985685681362905
2025;absence de variation de la natrémie;0.02985685681362905
2026;absents en cas de faible bactériurie;0.02985685681362905
2027;acides : 1 mmol / kg;0.02985685681362905
2028;acide clavulanique , nitrofurantoïne , fosfomycine;0.02985685681362905
2029;acidose métabolique à la phase aiguë;0.02985685681362905
2030;action mixte centrale et α-1-bloqueur périphérique;0.02985685681362905
2031;activation du récepteur de l' il2;0.02985685681362905
2032;adjonction d' un immunosuppresseur ou immunomodulateur;0.02985685681362905
2033;administration de calcitriol ou de vitamines;0.02985685681362905
2034;administration des résines échangeuses d' ions;0.02985685681362905
2035;administration de sels de calcium iv;0.02985685681362905
2036;adoptée pour l' insuffisance rénale aiguë;0.02985685681362905
2037;adénome de conn ou hyperplasie bilatérale;0.02985685681362905
2038;affection glomérulaire connue , hypertension artérielle;0.02985685681362905
2039;affections malignes , cancers et hémopathie;0.02985685681362905
2040;agent infectieux le plus souvent responsable;0.02985685681362905
2041;agression de l' endothélium du greffon;0.02985685681362905
2042;alcalinisation par bicarbonate de sodium isotonique;0.02985685681362905
2043;alcalose métabolique de « contraction »;0.02985685681362905
2044;aldostéronisme de type i ou ii;0.02985685681362905
2045;allergie sévère documentée à la pénicilline;0.02985685681362905
2046;allongement de l' intervalle d' administration;0.02985685681362905
2047;aminoside iv seul , voire c3;0.02985685681362905
2048;amphotéricine b : hypokaliémie et acidose;0.02985685681362905
2049;analyse de la cytologie urinaire qualitative;0.02985685681362905
2050;ancienneté du diabète de type 2;0.02985685681362905
2051;angio - irm des artères rénales;0.02985685681362905
2052;angiotensine i libérée en angiotensine ii;0.02985685681362905
2053;angiotensine nécessite des précautions pour éviter;0.02985685681362905
2054;anomalie urologique de la voie excrétrice;0.02985685681362905
2055;antagonistes calciques étant en position intermédiaire;0.02985685681362905
2056;antialdostérones type spironolactone [ aldactone ®;0.02985685681362905
2057;antibioprophylaxie continue à base de fosfomycine;0.02985685681362905
2058;anticorps dirigé contre la chaîne α;0.02985685681362905
2059;antécédents familiaux , surdité , lenticône;0.02985685681362905
2060;antécédents familiaux d' accident cardiovasculaire précoce;0.02985685681362905
2061;appariement hla entre donneur et receveur;0.02985685681362905
2062;apparition d' une paralysie flasque hyperkaliémique;0.02985685681362905
2063;apport de calcium uniquement si symptomatique;0.02985685681362905
2064;apport de potassium lors du repas;0.02985685681362905
2065;apport en chlorure de potassium po;0.02985685681362905
2066;apport hydrique supérieur à 2 litres;0.02985685681362905
2067;arrivée dans l' anse de henle;0.02985685681362905
2068;arrêt des médicaments hyperkaliémiants est indispensable;0.02985685681362905
2069;artères ou des veines rénales principales;0.02985685681362905
2070;arthralgies , myalgies , douleurs abdominales;0.02985685681362905
2071;aspects biologiques , fonctionnels et relationnels;0.02985685681362905
2072;association de plusieurs de ces molécules;0.02985685681362905
2073;associations qui se sont révélées efficaces;0.02985685681362905
2074;atpase dépendante sur la membrane basolatérale;0.02985685681362905
2075;atpase dépendantes sur leur membrane baso;0.02985685681362905
2076;attestent les données expérimentales et cliniques;0.02985685681362905
2077;augmentation de l' onde u physiologique;0.02985685681362905
2078;augmentation de la pression hydrostatique capillaire;0.02985685681362905
2079;augmentation de la pression veineuse rénale;0.02985685681362905
2080;augmentation de la réabsorption sodée proximale;0.02985685681362905
2081;augmentation de la sécrétion d' adh;0.02985685681362905
2082;augmentation du volume du secteur interstitiel;0.02985685681362905
2083;augmentation initiale modérée de la créatininémie;0.02985685681362905
2084;augmentation supérieure à 30 mg/24 h;0.02985685681362905
2085;aval du récepteur de la pth;0.02985685681362905
2086;avc , ait , syndrome confusionnel;0.02985685681362905
2087;bactériurie asymptomatique chez la femme enceinte;0.02985685681362905
2088;baisse de la concentration des lg;0.02985685681362905
2089;baisse de la pression veineuse centrale;0.02985685681362905
2090;baisse de sécrétion tubulaire de potassium;0.02985685681362905
2091;baisse du pourcentage d' eau totale;0.02985685681362905
2092;baisse importante de la filtration glomérulaire;0.02985685681362905
2093;bases puriques et pyrimidiques pour proliférer;0.02985685681362905
2094;bilan des entrées et des sorties;0.02985685681362905
2095;bilan étiologique d' une lithiase calcique;0.02985685681362905
2096;biologie :   élévation des ldh;0.02985685681362905
2097;blocage du signal 2 de co-stimulation;0.02985685681362905
2098;bonne réponse au traitement par corticoïdes;0.02985685681362905
2099;bu avant d' envisager un ecbu;0.02985685681362905
2100;bénéfices analogues avec des effets secondaires;0.02985685681362905
2101;c3 g injectables ou les fluoroquinolones;0.02985685681362905
2102;calcémie = 2 , 72 mmol;0.02985685681362905
2103;calcium et vitamine d , diurétiques;0.02985685681362905
2104;calcul de la calcémie totale corrigée;0.02985685681362905
2105;calculs de plus de 6 mm;0.02985685681362905
2106;calculs de struvite sont souvent coralliformes;0.02985685681362905
2107;calculs radio-transparents sont de nature urique;0.02985685681362905
2108;cancer du rein- nécrose papillaire secondaire;0.02985685681362905
2109;cancers prostatiques , digestifs , lymphomes;0.02985685681362905
2110;capacité de concentration des urines diminuée;0.02985685681362905
2111;capacité de dilution de l' urine;0.02985685681362905
2112;caractère chronique d' une insuffisance rénale;0.02985685681362905
2113;caractère chronique de la maladie rénale;0.02985685681362905
2114;carence documentée ,   une restriction;0.02985685681362905
2115;cathétérisme urétral ou la ponction sus-pubienne;0.02985685681362905
2116;causes d' hypoprotidémie ou le mécanisme;0.02985685681362905
2117;causes d' ira avec acidose importante;0.02985685681362905
2118;cause d' une insuffisance rénale chronique;0.02985685681362905
2119;causes du syndrome de microangiopathie thrombotique;0.02985685681362905
2120;causes les plus fréquentes d' hec;0.02985685681362905
2121;causes les plus fréquentes d' hyperkaliémie;0.02985685681362905
2122;causes non-infectieuses :   les immunosuppresseurs;0.02985685681362905
2123;cause possible d' insuffisance rénale chronique;0.02985685681362905
2124;causes très fréquentes :   obésité;0.02985685681362905
2125;causes à pth normale ou basse;0.02985685681362905
2126;causes à pth normale ou élevée;0.02985685681362905
2127;cavités pyélocalicielles dilatées à l' écho;0.02985685681362905
2128;cavités pyélocalicielles fines à l' écho;0.02985685681362905
2129;cd25 du récepteur de l' il-2;0.02985685681362905
2130;cellule du donneur ) ou indirecte;0.02985685681362905
2131;cellules nécrosées obstruant la lumière tubulaire;0.02985685681362905
2132;cellules principales du tube collecteur cortical;0.02985685681362905
2133;chapitres 10 , 11 et 12;0.02985685681362905
2134;cholestérol total et hdl , triglycérides;0.02985685681362905
2135;circonstances :   bilan d' hta;0.02985685681362905
2136;circonstances amenant à poser le diagnostic;0.02985685681362905
2137;citrate médicinal en cas d' échec;0.02985685681362905
2138;colorations pas , trichrome et argentique;0.02985685681362905
2139;comités donneurs vivants avant la greffe;0.02985685681362905
2140;comorbidités : risque anesthésique trop élevé;0.02985685681362905
2141;complications : thrombose des veines rénales;0.02985685681362905
2142;complications associées à la néphropathie diabétique;0.02985685681362905
2143;complications de la transplantation d' organes;0.02985685681362905
2144;complications métaboliques propres à l' ira;0.02985685681362905
2145;concentration plasmatique de certaines hormones polypeptidiques;0.02985685681362905
2146;condition d' une bonne tolérance clinique;0.02985685681362905
2147;conditions de mesure de la pa;0.02985685681362905
2148;conditions de recueil de l' urine;0.02985685681362905
2149;conduite à tenir devant une hématurie;0.02985685681362905
2150;conséquences : catabolisme protéique musculaire excessif;0.02985685681362905
2151;conséquences aiguës ou chroniques parfois graves;0.02985685681362905
2152;conséquences de l' administration des diurétiques;0.02985685681362905
2153;conséquences métaboliques , endocriniennes et nutritionnelles;0.02985685681362905
2154;conséquences sensibles en situation « normale;0.02985685681362905
2155;conséquence tardive d' une hta ancienne;0.02985685681362905
2156;contamination urinaire par des leucocytes vaginaux;0.02985685681362905
2157;contexte de syndrome métabolique avec diabète;0.02985685681362905
2158;contre-indiqués en cas de dysfonction sinusale;0.02985685681362905
2159;contrôle hormonal de l' hormone parathyroïdienne;0.02985685681362905
2160;contrôle strict de la pression artérielle;0.02985685681362905
2161;correction d' une acidose métabolique modérée;0.02985685681362905
2162;correction des facteurs de risque cardiovasculaires;0.02985685681362905
2163;correction systématique d' une hypomagnésémie associée;0.02985685681362905
2164;cortisol libre urinaire des 24 heures;0.02985685681362905
2165;cours de la maladie de berger;0.02985685681362905
2166;cours de leucémies d' évolution rapide;0.02985685681362905
2167;cours des syndromes de lyse tumorale;0.02985685681362905
2168;cours du diabète de type 1;0.02985685681362905
2169;cours du diabète de type 2;0.02985685681362905
2170;cription d' iec ou d' araii;0.02985685681362905
2171;critères d' hospitalisations et les traitements;0.02985685681362905
2172;critères de gravité des infections urinaires;0.02985685681362905
2173;croissance des cristaux : phénomène «;0.02985685681362905
2174;créatinine : 5 - 15 mmol;0.02985685681362905
2175;créatininémie x 2 en 7 jours;0.02985685681362905
2176;créatininémie x 3 en 7 jours;0.02985685681362905
2177;demeure , sujets diabétiques ou immunodéprimés;0.02985685681362905
2178;dfg en fonction de la créatininémie;0.02985685681362905
2179;diagnostic de diabète insipide et prescrivez;0.02985685681362905
2180;diagnostic histologique de la néphropathie glomérulaire;0.02985685681362905
2181;diagnostic positif :   examen clinique;0.02985685681362905
2182;diagnostic repose sur la biopsie rénale;0.02985685681362905
2183;diagnostic étiologique est en général simple;0.02985685681362905
2184;diazoxide et le nitroprussiate de sodium;0.02985685681362905
2185;différences de pression hydrostatique et oncotique;0.02985685681362905
2186;diminution de la puf par «;0.02985685681362905
2187;diminution de la vitesse de dépolarisation;0.02985685681362905
2188;diminution du volume intracellulaire figure 2;0.02985685681362905
2189;diminution progressive et irréversible du dfg;0.02985685681362905
2190;disparition de la protéinurie en clinostatisme;0.02985685681362905
2191;disparition des signes d' hyperaldostéronisme secondaire;0.02985685681362905
2192;dissémination bactérienne dans l' arbre urinaire;0.02985685681362905
2193;diurèse initiale responsable d' une hypovolémie;0.02985685681362905
2194;diurétiques au cours de l' ira;0.02985685681362905
2195;diurétique avec de l' eau pure;0.02985685681362905
2196;diurétiques de l' anse : furosémide;0.02985685681362905
2197;diurétiques et du bloqueur du sra;0.02985685681362905
2198;dizaine de minutes et l' urine;0.02985685681362905
2199;donneurs en état de mort encéphalique;0.02985685681362905
2200;dosage de la concentration sanguine résiduelle;0.02985685681362905
2201;double blocage par iec et ara2;0.02985685681362905
2202;douleurs ou hématurie microscopique ou leucocyturie;0.02985685681362905
2203;douleurs thoraciques , dyspnée d' effort;0.02985685681362905
2204;drainage chirurgical ou en radiologie interventionnelle;0.02985685681362905
2205;durée d' utilisation chez un patient;0.02985685681362905
2206;dysfonctions rénales causées par des médicaments;0.02985685681362905
2207;débits de dialysat et du sang;0.02985685681362905
2208;décompensations oedémato - ascitiques des cirrhoses;0.02985685681362905
2209;défaut au diagnostic d' ira organique;0.02985685681362905
2210;défaut de synthèse rénale d' érythropoïétine;0.02985685681362905
2211;déficit en sodium et en eau;0.02985685681362905
2212;définie par une baisse du dfg;0.02985685681362905
2213;définition biologique :   anémie hémolytique;0.02985685681362905
2214;définition des critères de mort cérébrale;0.02985685681362905
2215;définition de l' insuffisance rénale aiguë;0.02985685681362905
2216;dépendance à l' alcool ou addiction;0.02985685681362905
2217;dépistage d' anévrysme d' artère cérébrale;0.02985685681362905
2218;déplétion ou de surcharge hydrosodée aiguë;0.02985685681362905
2219;dépôts sont biréfringents en lumière polarisée;0.02985685681362905
2220;déshydratation et la prise de diurétiques;0.02985685681362905
2221;déshydratation intracellulaire :   déficit total;0.02985685681362905
2222;détermination de la nature du calcul;0.02985685681362905
2223;détérioration fréquente de la fonction rénale;0.02985685681362905
2224;effets indésirables : diarrhée , leuconeutropénie;0.02985685681362905
2225;effets secondaires : réaction d' hypersensibilité;0.02985685681362905
2226;efficacité antihypertensive comparable aux produits princeps;0.02985685681362905
2227;efficacité tensionnelle indépendante de la bradycardie;0.02985685681362905
2228;emblée un traitement anti-hta en bithérapie;0.02985685681362905
2229;emblée un traitement anti-hta en monothérapie;0.02985685681362905
2230;enfant de moins de 3 mois;0.02985685681362905
2231;ensemble des facteurs de risques cardio;0.02985685681362905
2232;entrée de calcium dans la circulation;0.02985685681362905
2233;enzyme de conversion de l' angiotensine;0.02985685681362905
2234;examen d' urine à la bandelette;0.02985685681362905
2235;exercice physique très important- infarctus rénal;0.02985685681362905
2236;existence d' un choc septique initial;0.02985685681362905
2237;existence d' une atteinte rénale familiale;0.02985685681362905
2238;extraction des calculs des cavités rénales;0.02985685681362905
2239;facteurs associés pouvant contribuer au tableau;0.02985685681362905
2240;facteurs circulants : l' hormone parathyroïdienne;0.02985685681362905
2241;facteurs de rcv : agents hypolipémiants;0.02985685681362905
2242;facteur de relaxation de l' endothélium;0.02985685681362905
2243;facteurs de risque cardio - vasculaire;0.02985685681362905
2244;facteurs de risques de perforations digestives;0.02985685681362905
2245;facteurs de variation de la créatininémie;0.02985685681362905
2246;facteur déclenchant et du tableau clinique;0.02985685681362905
2247;facteurs nutritionnels d' hypercalciurie « idiopathique;0.02985685681362905
2248;facteur responsable de la rétention sodée;0.02985685681362905
2249;femme de 20 à 55 ans;0.02985685681362905
2250;femme en période d' activité génitale;0.02985685681362905
2251;fgf23 , hormone d' origine osseuse;0.02985685681362905
2252;fièvre prolongée , exercice physique intense;0.02985685681362905
2253;filles car létal chez le garçon;0.02985685681362905
2254;fin de l' anse de henle;0.02985685681362905
2255;foie : encéphalopathie hépatique ou bilirubinémie;0.02985685681362905
2256;fonction des premiers éléments d' orientation;0.02985685681362905
2257;fonction rénale et aux concentrations résiduelles;0.02985685681362905
2258;forme hyperalgique ,   doute diagnostique;0.02985685681362905
2259;forme injectable notamment en perfusion continue;0.02985685681362905
2260;forme typique est la gna post-streptococcique;0.02985685681362905
2261;formule qui évalue l' osmolalité efficace;0.02985685681362905
2262;fr ni atteinte d' organe cible;0.02985685681362905
2263;fr ou atteinte d' organe cible;0.02985685681362905
2264;fréquentes sont les nécroses tubulaires aiguës;0.02985685681362905
2265;fuite passive et permanente de potassium;0.02985685681362905
2266;gammapathies monoclonales isolées et des myélomes;0.02985685681362905
2267;gène responsable soit pkd1 ou pkd2;0.02985685681362905
2268;glomérulonéphrite rapidement progressive ,   lgm;0.02985685681362905
2269;glomérulonéphrites rapidement progressives avec prolifération extra-capillaire;0.02985685681362905
2270;glomérulonéphrite à dépôts mésangiaux d' iga;0.02985685681362905
2271;glomérulopathies primitives observées dans le monde;0.02985685681362905
2272;gn avec prolifération endo ± extracapillaire;0.02985685681362905
2273;goutte précoce :   prévalence inconnue;0.02985685681362905
2274;greffe : le test du cross-match;0.02985685681362905
2275;greffons et pour tous les patients;0.02985685681362905
2276;gros reins ou de taille normale;0.02985685681362905
2277;homme : impuissance , fertilité diminuée;0.02985685681362905
2278;homme > 45 ans , athéromateux;0.02985685681362905
2279;homme de 45 ans sans antécédents;0.02985685681362905
2280;homme jeune fumeur ou sujet âgé;0.02985685681362905
2281;hospitalisation voire le transfert en réanimation;0.02985685681362905
2282;hta chez 75 % des patients;0.02985685681362905
2283;hta est souvent au premier plan;0.02985685681362905
2284;hypercalcémie ,   utilisation de diurétiques;0.02985685681362905
2285;hypercalcémie est un problème clinique fréquent;0.02985685681362905
2286;hypercalcémies humorales par sécrétion de pthrp;0.02985685681362905
2287;hypercalcémie modérée à une pth normale;0.02985685681362905
2288;hypercalcémie sévère ou d' installation rapide;0.02985685681362905
2289;hypercalcémie vraie d' une pseudo hypercalcémie;0.02985685681362905
2290;hypercalciurie en 7 à 10 jours;0.02985685681362905
2291;hypercalciuries secondaires :   origine osseuse;0.02985685681362905
2292;hypernatrémie aiguë symptomatique chez l' adulte;0.02985685681362905
2293;hypernatrémie ou d' un syndrome polyuro;0.02985685681362905
2294;hyperosmolarité qu' induit la restriction hydrique;0.02985685681362905
2295;hyperoxalurie : régime pauvre en oxalate;0.02985685681362905
2296;hypertension artérielle et des troubles cardio;0.02985685681362905
2297;hyperuricurie : régime pauvre en purine;0.02985685681362905
2298;hyperésorptif osseux et un effet rénal;0.02985685681362905
2299;hypocalcémie sévère ou d' installation rapide;0.02985685681362905
2300;hypocalcémie vraie d' une pseudo hypocalcémie;0.02985685681362905
2301;hyponatrémie associée à une hypoosmolalité plasmatique;0.02985685681362905
2302;hypovolémie relative et d' une stimulation;0.02985685681362905
2303;hypovolémie relative ou « efficace »;0.02985685681362905
2304;hypovolémie stimule la sécrétion de rénine;0.02985685681362905
2305;hypovolémie vraie ,   hypotension artérielle;0.02985685681362905
2306;hématurie inconstante ,   éosinophilurie rare;0.02985685681362905
2307;hémolyse mécanique et à une thrombopénie;0.02985685681362905
2308;hépatite b dès le stade 3b;0.02985685681362905
2309;iatrogénie en néphrologie diagnostic et prévention;0.02985685681362905
2310;identifier les situations nécessitant une hospitalisation;0.02985685681362905
2311;immunosuppresseurs en transplantation d' organe solide;0.02985685681362905
2312;impact important sur le microbiote intestinal;0.02985685681362905
2313;indications des diurétiques de l' anse;0.02985685681362905
2314;indications du cyclophosphamide ou du chloraminophène;0.02985685681362905
2315;inefficacité du diurétique de l' anse;0.02985685681362905
2316;infections bactériennes chroniques , amylose aa;0.02985685681362905
2317;infection urinaire décapitée par une antibiothérapie;0.02985685681362905
2318;inhibition de la réabsorption du calcium;0.02985685681362905
2319;injection de produit de contraste iodé;0.02985685681362905
2320;injections en bolus du traceur radioactif;0.02985685681362905
2321;inscriptions pour une transplantation d' organes;0.02985685681362905
2322;installation de traitement de l' eau;0.02985685681362905
2323;insuffisance rénale : aiguë ou chronique;0.02985685681362905
2324;insuffisance rénale aiguë fonctionnelle , quelle;0.02985685681362905
2325;insuffisance rénale chronique : hypercalciurie prolongée;0.02985685681362905
2326;insuffisance rénale chronique au stade 4;0.02985685681362905
2327;insuffisant rénal chronique traité par dialyse;0.02985685681362905
2328;insuffisance rénale depuis > 3 mois;0.02985685681362905
2329;insuffisance rénale et / ou protéinurie;0.02985685681362905
2330;insuffisances rénales fonctionnelles avec syndrome oedémateux;0.02985685681362905
2331;insuffisance rénale organique ou fonctionnelle préexistante;0.02985685681362905
2332;insuffisance rénale souvent oligo - anurique;0.02985685681362905
2333;interprétation d' un dosage de créatininémie;0.02985685681362905
2334;intolérances imprévisibles :   atteintes immuno;0.02985685681362905
2335;introduction d' un traitement par avk;0.02985685681362905
2336;introduction du matériel de chirurgie endoscopique;0.02985685681362905
2337;intérêt de cette classification en stades;0.02985685681362905
2338;ion potassium contre un ion sodium;0.02985685681362905
2339;iothalamate radioactif marqué à l' iode-125;0.02985685681362905
2340;irc + cause d' hypercalcémie surajoutée;0.02985685681362905
2341;iv sous forme de soluté isotonique;0.02985685681362905
2342;jour de l' administration des pci;0.02985685681362905
2343;jusqu' à 134 mmol / min;0.02985685681362905
2344;kaliémie < 3 , 5 mmol;0.02985685681362905
2345;kaliémie > 3 mmol / l;0.02985685681362905
2346;leucocytes et / ou les nitrites;0.02985685681362905
2347;lindau :   prévalence 1/35 000;0.02985685681362905
2348;lithiase calcique , idiopathique dans 90;0.02985685681362905
2349;lithiases radio-transparentes sont de nature urique;0.02985685681362905
2350;lithiase urinaire récidivante avec hypercalciurie idiopathique;0.02985685681362905
2351;longue durée qu' à l' urémie;0.02985685681362905
2352;lors de la présentation du patient;0.02985685681362905
2353;lumière tubulaire via le canal rom;0.02985685681362905
2354;lésions acquises de la membrane basale;0.02985685681362905
2355;lésions de la maladie rénale sous-jacente;0.02985685681362905
2356;maladies génétiques avec ou sans kystes;0.02985685681362905
2357;maladies inflammatoires chroniques de l' intestin;0.02985685681362905
2358;maladies kystiques héréditaires à transmission dominante;0.02985685681362905
2359;maladies kystiques héréditaires à transmission liée;0.02985685681362905
2360;maladies kystiques héréditaires à transmission récessive;0.02985685681362905
2361;maladie thromboembolique veineuse chez l' adulte;0.02985685681362905
2362;maladie urologique :   tumeur vésicale;0.02985685681362905
2363;manifestations de la lithiase urinaire compliquée;0.02985685681362905
2364;mauvais reflet de la fonction rénale;0.02985685681362905
2365;mesure aux deux bras est nécessaire;0.02985685681362905
2366;mesures le soir avant le coucher;0.02985685681362905
2367;mesure ou l' estimation du dfg;0.02985685681362905
2368;mesure soigneuse de la pression artérielle;0.02985685681362905
2369;microalbuminurie , mais pas de macroprotéinurie;0.02985685681362905
2370;microsporidie , cryptosporidies ) ou virales;0.02985685681362905
2371;million d' habitants et par an;0.02985685681362905
2372;mode de classification le plus répandu;0.02985685681362905
2373;mode de présentation : ira organique;0.02985685681362905
2374;mode évolutif : aigu ou chronique;0.02985685681362905
2375;modification des facteurs de la coagulation;0.02985685681362905
2376;modifications de l' hygiène de vie;0.02985685681362905
2377;modifications de sa concen- tration sérique;0.02985685681362905
2378;mois avec un plan de soin;0.02985685681362905
2379;mois à partir du 4e mois;0.02985685681362905
2380;molécules de co-stimulation entrent en contact;0.02985685681362905
2381;molécules en traitement probabiliste des pna;0.02985685681362905
2382;moyens :   restriction protidique modérée;0.02985685681362905
2383;moyens : régime limité en sel;0.02985685681362905
2384;mutations de ce système de réabsorption;0.02985685681362905
2385;mutation du gène de la pth;0.02985685681362905
2386;myélome , hémopathies , traitement spécifique;0.02985685681362905
2387;mécanisme d' entretien de l' hypercalcémie;0.02985685681362905
2388;mécanismes des oedèmes du syndrome néphrotique;0.02985685681362905
2389;médicaments antihypertenseurs génériques commercialisés en france;0.02985685681362905
